,userId,tag
3571,63828,"naive,Oscar (Best Supporting Actor),Peter Sellers,television,communism,Corneliu Porumboiu,original,Romania,anger,atmospheric,black and white,Golden Palm,Michael Haneke,no soundtrack,Palme d'Or,small town,suspense,thought-provoking,characters,dark ending,Korean,too long,violence,edgar allan poe,mistery,murder,stupid plot,acting,Argentina,lawyers,police corruption,Ricardo Darin,classical music,frustration,long takes,New York City,running scene,self-destruction,dark,imdb top 250,intense,plot twist,fast paced,franchise,genetic engineering,Rachel Weisz,spies,Character study,hitchcockian,murder,obsession,suspense,aliens,bad plot,boring,predictable,scary,sci fi,space travel,bromance,buddy movie,crude humor,directorial debut,Mark Wahlberg,Mila Kunis,Nudity (Topless),buddhism,Korean,sci fi,script fail,Short Stories,zombies,happy ending,kidnapping,predictable,Revenge,atmospheric,independent film,multiple roles,visually appealing,computer game,indie,Microsoft,software developers,adventure,author:J. R. R. Tolkein,beautiful scenery,big budget,epic,franchise,magic,Middle Earth,Peter Jackson,too long"
3574,63880,"screenwriting,television"
3578,63902,"Alan Rickman,Emma Thompson,Hugh Grant,Kate Winslet,Adam Sandler,affair,bittersweet,Meryl Streep,sentimental,warm,bittersweet,French,Made me cry,musical,notable soundtrack,Kevin Costner,Post apocalyptic,steampunk,stupid,harrowing,horror of war,not black-or-white story,Marissa Tomei,Robert Downey Jr,Bill Pullman,chemistry between actors,beautiful,erotic,great acting,Harvey Keitel,Sam Neill,sexuality,Bill Pullman,father-son relationship,girlie movie,cinderella,girlie movie,rags to riches,Richard Gere,black comedy,satire,Stanley Kubrick,dance,music,Patrick Swayze,romance,romance boygirl dancing,beautiful scenery,sad but good,Willem Dafoe,futuristic,Robert De Niro,Terry Gilliam,thought-provoking,based on a play,good dialogue,social commentary,thought-provoking,Blues,cult classic,great soundtrack,music,road trip,surreal,generations,Mary Stuart Masterson,Strong Women,women,classic,ESCAPE FROM PRISON,Paul Newman,naive,Peter Sellers,political satire,Swedish,wistful,bittersweet,great acting,Paul Newman,Robert Redford,witty,Gary Oldman,good music,gothic,vampire,bittersweet,chemistry between actors,CONS AND SCAMS,the acting,chemistry between actors,George Clooney,seen more than once,adultery,political,social criticism,Tobey Maguire,Bill Murray,hilarious,depressing,desperation,Sydney Pollack,Christopher Walken,Johnny Depp,Tim Burton,contact with dead,father-son relationship,time travel,cate blanchett,psychic,bad acting,Bechdel Test:Pass,con men,lindsay crouse,predictable,Patrick Dempsey,cute boys,Kiefer Sutherland,Agn̬s Jaoui,funny,Great,Jean-Pierre Bacri,warm,acting,chemistry,convincing,great actors,cinderella,Ralph Fiennes,constantly rotating filming,disturbing,graphic violence,hard to watch,rape,post-apocalyptic,visually appealing,zombies,conformity,dystopia,surveillance,captivating,erotic,Meg Ryan,New York City,serial killer,sex,symbolism,twist ending,`murder investigation as dating service' (Monica Nolan in Bitch no.36),believable,bittersweet,social commentary,Nancy Meyers,Kate Winslet,surreal,thought-provoking,Biblical,Charlton Heston,Christianity,epic,excellent,movie to see,religion,Yul Brynner,adventure,boring,Christopher Plummer,Harvey Keitel,sufficiently explodey to be good,alone in the world,Empty Planet,interesting,Isolation,last man on earth,Rufus Sewell,Andrew Lloyd Webber,bittersweet,erotic tension,french suspense,Michael Haneke,bittersweet,emotional,Jake Gyllenhaal,sexuality,better than expected,Kevin Costner,Mark Ruffalo,sexy,adultery,disturbing,suburbia,car chase,implausible plot elements,better than expected,chemistry between actors,Rufus Sewell,Anthony Hopkins,Ryan Gosling,notable nudity,quirky,great dialogue,Infidelity,Mark Ruffalo,existentialism,natural dialogue,post-apocalyptic,survival,beautiful scenery,dialogue,friendship,irreverent,Predictable,Russell Brand,silly,atmospheric,swedish,superficial,unlikeable characters,Colin Firth,Jeffery Dean Morgan,not a lot chemistry,Uma Thurman,confusing,Daniel Craig,meaningless,slow,Insulting to Persians,Jim carrey,positive thinking,Harry Connick Jr.,Nice,Bechdel Test:Pass,slow paced,hilarious with heart,Meryl Streep,old people romcom,Steve Martin,climbing,emotional,Bechdel Test:Pass,German,space travel,claustrophobic,cliche characters,cliche dialogue,dialogue driven,experiment,logic,mediocre acting,mindfuck,amnesia,conspiracy,easily confused with other movie(s) (title),paranoia,mikael persbrandt,sad,slow paced,pointless,drama,intense,social commentary,Woody Harrelson,Dominic West,Bechdel Test:Pass,charlize theron,Kristen Stewart,unlikeable characters,visuals,weak plot,Noomi Rapace,plot holes,chemistry between actors,plot holes,time travel,animal:tiger (CGI),cinematography,great photography,ocean,religion,religious overtones,visual effects,cgi,CGI doesn't help an average movie!,unnecessary fight scenes,atmospheric,sci-fi,stylish,twists & turns,deception,entertaining,Mark Ruffalo,stage magic,Hugh jackan,nuanced,realistic action,believable,Good research,Tom Hanks"
3585,64060,"Overrated,Great movie,overrated,Holds up,full of heart and deternination.  good performances from kids particlarly the lead.,watch again,best films you never heard of,Watch Again,Fav 06,best films you never heard of,Bleak,Futuristic"
3589,64089,"black and white,dialogue driven,hilarious,Kevin Smith,low budget,quirky,stoner comedy,witty,Alcatraz,Nudity (Nic Cage),Sean Connery,terrorism,thriller,boring,not funny,scary not funny,stalker,stupid,Action,Arnold Schwarzenegger,artificial intelligence,sci-fi,terrorism,time travel,Adventure,Biblical,Harrison Ford,Holy Grail,indiana jones,Sean Connery,seen more than once,Steven Spielberg,adventure,George Lucas,Liam Neeson,Natalie Portman,Samuel L. Jackson,space,Star Wars,Comedy,funny,Kevin Smith,Matt Damon,satire,view askew,adventure,atmospheric,based on a book,high fantasy,easily confused with other movie(s) (title),Adam Sandler,ending,funny,Jack Nicholson,psychology,comedy,humorous,Jim Carrey,Morgan Freeman,Steve Carell,touching,adventure,atmospheric,based on a book,fantasy world,high fantasy,multiple storylines,mythology,Alyson Hannigan,Not funny,revoltingly bad,stinking heap of shit,stupid,terrible,george bush smoking pot,kal penn,Neil Patrick Harris,Nudity (Topless),funny,mockumentary,offensive,Sacha Baron Cohen,satire,social commentary,Suprises around every corner,Atheism,funny,good concept,good writing,Jennifer Garner,Louis C.K.,man in the sky,Ricky Gervais,witty,comic book,dark comedy,humorous,superhero,vigilante,Robert Downey Jr.,unoriginal,Zach Galifianakis,actually funny,black comedy,cast,ending,Jennifer Aniston,pulls punches,sexual,sitcom,weak ending"
3594,64150,"comic books,comical misunderstandings,obnoxious,contrived,overdramatic,preachy,silly,contrived,contrived,plebian,ridiculous,stupid,whimsical,imagination,whimsical,boring,comic books,weird,brainwashing,Christian,evangelical,propaganda,religion,bad science,morality,plot,simplistic,tripe,unobtainium,unoriginal"
3597,64214,"Shakespeare,shakespeare,Shakespeare,shakespeare,gore,Shakespeare,Shakespeare,based on a book,Shakespeare,gore,awesome ending,gore"
3603,64271,"Shane Black,Achtung Baby,cute,no spoken words,short"
3605,64310,"twist ending,biography,twist ending,writers,British gangster,multiple storylines,British gangster,twist ending,New York City,heist,biography,psychology,political,thought-provoking,Disturbing,Woody Allen,twist ending,Musical,New York City,twists & turns,true story"
3616,64430,two strip technicolor
3620,64487,"beautifully filmed,connection,fairy tale,feel-good,love,quirky,documentary,hip hop,music,turntablism,Jim Carrey,love,memory,philosophy,quirky,romance,thought-provoking,connection,Maggie Gyllenhaal,passion,quirky romantic,surreal,Will Ferrell"
3626,64572,revenge
3628,64611,boring and historically inaccurate
3635,64843,"the boys,Bond,awesome,haha,mel gibson,hot scifi,awesome,awesome,cult,cult,awesome,awesome,hitchcock,classic,classic,awesome,awesome,awesome,awesome,awesome,awesome,Bond,Bond,kids,Bond,snipes,Black Comedy,Black Comedy,satire"
3637,64852,"Accuracy,based on a true story,moon,NASA,space,Tom Hanks,true story,historical,inspirational,quirky,Tom Hanks,vietnam war,growth,martial arts,teen angst,black comedy,classic,dark comedy,military,politics,satire,Stanley Kubrick,Alfred Hitchcock,claustrophobic,suspense,voyeurism,Amazing Cinematography,Orson Welles,classic,courtroom drama,good dialogue,low budget,cinematography,historical,Middle East,true story,World War I,gets better as it goes,no dialogue,no narrative,accurate,India,Oscar (Best Actor),Oscar (Best Directing),Oscar (Best Picture),college,engineering,Popcorn,revenge,science,smart comedy,Val Kilmer,witty,genius,Great Screenplays,inspirational,Robin Williams,addiction,alcoholism,matter-of-fact,Marlon Brando,overrated,John Hughes,Robert Downey Jr,Robert Downey Jr.,Alfred Hitchcock,classic,Hitchcock,James Stewart,Alfred Hitchcock,black and white,classic,martial arts,Ralph Macchio,underdog,art,Caper,heist,intelligent thriller,painting,plot holes,spiritual journey,Tom Hanks,Forest Whitaker,Jodie Foster,seen at the cinema,thriller,simply: why???,historical,history,Robert Downey Jr.,based on a true story,history,politics,true story,US President,Jackie Chan,martial arts,remake,dark comedy,inaccurate,software developers"
3638,64866,thought-provoking
3639,64918,"drama,lizzy caplan,romcom"
3640,64920,"crime,stylized,violent,film school,biggoted,chinese cliche,easily confused with other movies,more than 300 ratings"
3643,64949,disturbing
3654,65180,"Ewoks,betrayal,coal miners,corruption,historical,power,resistance,West Virginia,More self-glorification tomfoolery from Cruise,based on a book,class issues,coming of age,deception,England in 1900,Harold Pinter,similar to Atonement,slow-paced,laconic,homage,Joss Whedon,dirty tricks,Southern Strategy,Baltimore,fantasy,gamers,LARP,Live Action Role-Playing games,Maryland,war games,Doctor Who,history,movie business"
3657,65256,"detective,brad pitt,bruce willis,mindfuck,post-apocalyptic,time travel,twist ending,teen movie,great ending,excellent script,based on a true story,space,Tom Hanks,true story,brutality,masterpiece,great ending,excellent script,splatter,anime,great anime,overrated,black comedy,dark comedy,Quirky,satire,dancing,original,Erotic,Erotic Thriller,Paul Verhoeven,sex scenes,Sharon Stone,suspenseful,action,Bruce Willis,suspenseful,idiotic,stupid,supernatural,existentialism,great soundtrack,mathematics,notable soundtrack,tense,teen movie,Adventure,dreamworks,comedy,pornography,trey parker,alternate endings,humorous,nonlinear,notable soundtrack,surreal,excellent script,actor talks to audience,Jack Black,music,Ashton Kutcher,Stoner Movie,women,funny,George Clooney,prison escape,dancing,detective,different perspectives,cars,racing,original,Amanda Bynes,animated,animation,cartoon,Jack Black,Eddie Griffin,cars,Good action,Jason Statham,dancing,splatter,Uma Thurman,visually appealing,Nudity (Topless),pornography,american idiocy,documentary,social message,Ben Stiller,Vince Vaughn,funny,R:strong sexual content,Dreamworks,Jack Black,Sacha Baron Cohen,Johnny Depp,Robert De Niro,brutality,Andr̩ Benjamin,beer,Nudity (Topless),romance,romantic comedy,sex,cars,Good action,Jason Statham,Kate Nauta,black comedy,good dialogue,Nudity (Topless),plot twist,amazing cinematography,plot only makes sense at end,dumb,splatter,cars,racing,beer,nudity (Topless),crude humor,mockumentary,Sacha Baron Cohen,satire,social commentary,animation,Dreamworks,romantic,fucking awesome,Jack Black,plot twist,drugs,marijuana,Nudity (Topless - Brief),Nudity (Topless),computer animation,Eddie Murphy,John Cleese,Mike Myers,american idiocy,documentary,Michael Moore,animation,simpsons,beer,crude humor,pornography,Seth Rogen,dark comedy,Wes Anderson,computer animation,Dreamworks,alone in the world,Will Smith,billy west,futurama,intelligent humor,dark comedy,irish accent,slow,Aaron Eckhart,Jack Black,Nudity (Topless),pornography,Sex Comedy,Sexual Humor,Guy Ritchie,overly complex,futurama,intelligent humor,animation,comic sidekick,cars,Jason Statham,classic car,culture clash,heartwarming,revenge,based on a true story,history,true story,animation,futurama,intelligent humor,Cartoon,computer animation,Dreamworks,Brad Pitt,Quentin Tarantino,unusual plot structure,mystery,secrets,thriller,British,James Corden,lesbian,vampires,Drinking,Las Vegas,Nudity (Topless),John Travolta,subway,con artists,R:sexual content,Guy Ritchie,Robert Downey Jr.,hot actresses,erotic,lesbian,sexuality,action packed,Jessica Alba,Nudity,Nudity (Topless),Robert Rodriguez,Bruce Willis,conspiracy,Morgan Freeman,spy,liam neeson,animation,fairy tale,musical,songs,visually appealing,Jack Black,Matrix,parallel universe,science fiction,hilarious,Owen Wilson,philosophical,quirky,Woody Allen,cars,cinematography,soundtrack,tense,visually appealing,bank robbery,confusing,realistic,smart people,tense,animation,Antonio Banderas,parody,visually appealing,3D effects,animation,Steven Spielberg,treasure hunt,emotional,George Clooney,intelligent,heist,suspense,Katherine Heigl,Famke Janssen,Liam Neeson,dark humor,romance,Danny Trejo,good soundtrack,Quentin Tarantino,Revenge,Spaghetti Western,Jason Statham,boring,suspense,crime,Jason Statham,buddy cops,funny,Melissa McCarthy,nice dialogues,witty,Abrupt ending,dystopia,dystopic future,Jennifer Lawrence,romance,strong female lead,clever,fun,Morgan Freeman,amazing storytelling,cinematography,great dialogue,Hilarious,quirky,visually appealing,Liam Neeson,revenge,surprisingly good,black comedy,Scarlett Johansson,bittersweet,Liam Neeson,noir thriller,dark,transformative performance"
3662,65304,"documentary,tragedy,tiresome,moronic,pointless"
3664,65401,"holes90s,holes90s,holes90s,holes90s,holes90s,afi,holes90s,dvd,holes60s,getdvd,holes60s,holes40s,afi,tcm,holes80s,holes80s,holes60s,holes80s,sightsound,holes90s,tcm,holes70s,holes80s,holes40s,afi,hdtv,sightsound,getdvd,holes40s,holes40s,holes80s,afi,hdtv,holes90s,holes70s,holes70s,tcm,holes40s,holes90s,holes90s,getdvd,holes70s,holes60s,getdvd,holes40s,holes40s,afi,holes40s,afi,holes40s,holes80s,dvd,holes70s,holes90s,holes70s,sightsound,holes70s,afi,hdtv,holes40s,getdvd,holes60s,holes70s,holes80s,sightsound,holes60s,holes80s,holes80s,holes80s,holes80s,holes60s,holes70s,holes70s,dvd,holes70s,tcm,holes80s,tcm,getdvd,holes00s,holes80s,holes00s,dvd,dvd,holes00s,holes70s,sightsound,tcm,sightsound,sightsound,tcm,holes00s,sightsound,holes40s,sightsound,tcm,afi,hdtv,tcm,holes00s,holes70s,getdvd,afi,holes80s,holes60s,sightsound,holes70s,tcm,dvd,holes00s,tcm,tcm,tcm,tcm,sightsound,holes40s,tcm,sightsound,sightsound,holes70s,tcm,toplist05,toplist05,toplist05,toplist05,toplist05,tcm,toplist06,hdtv,holes00s,sightsound,toplist06,toplist06,toplist06,toplist06,toplist06,holes40s,tcm,toplist06,toplist06,holes70s,toplist06,toplist06,hdtv,holes00s,toplist06,toplist06,toplist06,toplist06,toplist06,toplist06,holes00s,toplist07,toplist07,hdtv,holes00s,dvd,toplist07,toplist07,toplist07,toplist07,toplist07,toplist07,toplist07,toplist07,toplist07,toplist08,toplist07,toplist07,toplist07,toplist07,toplist07,toplist07,holes00s,getdvd,holes00s,holes00s,toplist07,toplist07,tcm,toplist07,toplist07,toplist07,toplist07,toplist07,toplist07,toplist07,toplist08,toplist08,toplist08,dvd,tcm,toplist08,toplist08,toplist08,holes00s,toplist08,holes00s,toplist08,toplist08,toplist08,toplist08,toplist08,toplist08,toplist08,toplist08,toplist08,toplist08,toplist09,toplist09,toplist10,toplist08,getdvd,toplist09,toplist09,toplist09,holes00s,toplist09,toplist09,toplist09,toplist09,toplist09,dvd,toplist09,toplist09,toplist09,toplist09,getdvd,holes00s,toplist09,toplist09,toplist09,toplist09,toplist10,toplist10,toplist10,getdvd,toplist10,toplist10,toplist10,toplist10,toplist09,toplist10,toplist10,getdvd,toplist10,toplist10,toplist10,toplist10,dvd,toplist11,toplist10,toplist10,dvd,toplist10,toplist10,toplist11,toplist11,toplist11,toplist11,toplist11,toplist11,toplist11,toplist11,toplist11,toplist11,toplist11,dvd,toplist11,toplist11,toplist11,toplist11,dvd,toplist11,toplist11,toplist11,toplist11,toplist12,toplist12,getdvd,toplist12,toplist12,toplist12,dvd,dvd,dvd,toplist12,dvd,toplist12,toplist12,toplist12,dvd,toplist12,toplist12,toplist13,toplist12,toplist12,toplist12,toplist12,toplist12,toplist12,toplist12,dvd,toplist12,getdvd,toplist12,toplist13,toplist13,getdvd,toplist13,toplist13,dvd,toplist13,getdvd,toplist13,toplist13,toplist13,toplist13,toplist13,getdvd,toplist13,toplist13,toplist13,toplist13,getdvd,getdvd,toplist14,getdvd,dvd,toplist14,getdvd,getdvd,getdvd,dvd,getdvd,toplist14,bkk,toplist14,toplist14,getdvd,toplist14,getdvd,toplist14,toplist14,toplist14,getdvd,dvd,toplist14,getdvd,getdvd,dvd,toplist14,getdvd,dvd,toplist14,tcm,getdvd,toplist14,toplist14,getdvd,toplist14,getdvd,toplist14,bkk,toplist14,bkk,bkk,toplist14,bkk,getdvd,bkk,toplist14,dvd,bkk,bkk,bkk,bkk,dvd"
3667,65413,"comedy,historical,romance,artificial intelligence,cyberpunk,future,futuristic,genetics,imdb top 250,robots,sci-fi,artificial intelligence,sci-fi,English literature,inspirational,philosophy,teen,ending kinda ruined it,sexism,atmospheric,cyberpunk,fantasy,sci-fi,surreal,thought-provoking,virtual reality,cult classic,cult film,homosexuality,Quirky,comedy,not funny,Nudity (Topless - Notable),stupid,teen comedy,Teen movie,virginity,atmospheric,emotional,imdb top 250,psychology,social commentary,atmospheric,beautifully filmed,Kung Fu,stylized,nostalgic,Notable Nudity,Nudity (Topless),teen,tits,anime,fantasy,anime,based on a true story,Studio Ghibli,tear jerker,war,World War II,anime,Cute,fantasy,Japan,Studio Ghibli,amazing photography,atmospheric,Beautiful,China,martial arts,Beautiful,China,martial arts,stylized,anime,Hayao Miyazaki,steampunk,sci-fi,romance,women,bittersweet,fairy tale,fantasy,stylized,twist ending,depressing,future,futuristic,imdb top 250,sci-fi,atmospheric,Best of Rotten Tomatoes: All Time,dark comedy,depressing,Roy Andersson,Swedish,too artsy,Anime,time travel,atheism,Christianity,religion,Animation,artificial intelligence,Post apocalyptic,robots,Sci-Fi,space,strange,swedish,vampire,vampires,atmospheric,brothers,bullying,depressing,Nudity (Topless),realistic,Sweden,artificial intelligence,melancholy,moon,Sci-fi,cliche,democracy,freedom of expression,law,poison,WORK ETHICS,adventure,childhood,Pixar,toys,cultural references,cute,fight scenes,video games,videogame like,nuclear,time travel,'The weapon',fat jokes,Weak plot,Oscar (Best Picture),To See,cheesy bad,Not sure if ironic,animation,cats,parody,Self-referential,Meryl Streep,strong female lead,based on a true story,spaceships,steampunk,bananas,business,democracy,freedom of expression,journalism,lawsuit,threat"
3668,65421,"assassin,espionage,Matt Damon,documentary,documentary,concept,Samuel L. Jackson,silly,superhero,unlikeable characters,repetitive,pseudo-intelligent,alter ego,Edward Norton,great performances,magical realism,psychological,satire,single shot"
3670,65455,"great ratings from new yorker critic- Denby,good for sema,wes craven thriller"
3674,65527,"dark comedy,Nudity (Topless),Charlie Chaplin,silent movie,Christianity,politics,soccer"
3675,65534,"Gay stereotypes,Sean Penn,comedy,gay,Joanne Whalley,comedy,AFI 100 (Laughs),Funny as hell,AFI 100 (Laughs),parody,music documentary,anti-Bush,Bush bashing,Michael Moore,propaganda,gay,homophobia,Studio Ghibli,Sean Penn,comedy,cult film,quirky,surreal,Lars von Trier,black comedy,dark comedy,surreal,anime,Studio Ghibli,comedy,Michael Moore,comedy,hilarious,spoof,anime,anime,Studio Ghibli,anime,not a movie,comedy,Owen Wilson,Rachel McAdams,Vince Vaughn,Will Ferrell,Lars von Trier,anti-war,liberal propaganda,Michael Moore,propaganda,Sean Penn,Isla Fisher,bad cgi,Jennifer Connelly,liberal propaganda,Date Rape,rape scene,Walked out/didn't finish,Armando Iannucci,boring,politics,slow paced,too long,comedy,Zooey Deschanel,bad plot,infantile,silly plot,Kevin Spacey,Michael Moore,Bruce Willis,Michael Jackson,gay,Gay Lead Character,Susan Sarandon,Alec Baldwin,Justin Long,Danny DeVito,Anne Hathaway,Roman Polanski,another evil corporation,evil corporation,Susan Sarandon,acting,M. Night Shyamalan,mindfuck,Paris,surreal,CIA comedy,sean penn,Terrible fight scenes,russel brand,Johnny Depp,tries too hard,unlikable characters,Zach Galifianakis,audience intelligence underestimated,bad science,childish plot,Michael Bay,homophobic,lacks logic,plot,rape,Eddie Murphy,rape"
3677,65542,"astronauts,based on a true story,claustrophobic,historical,History,moon,NASA,space,space program,Tom Hanks,true story,hard to follow,non-linear,Quentin Tarantino,astronauts,Ed Harris,NASA,space,space program,true story,US history,classic,claustrophobic,German,gritty,ocean,submarine,U-boat,underwater,war,Wolfgang Petersen,World War II,WWII,Boring,religion,revival,Robert Duvall,historical,historical epic,being a kid again,Child as Adult,switching places,Tom Hanks,toy store,adventure,ingenuity,life-changing,stranded,SURVIVAL,Tom Hanks,altruism,documentary,evacuees,germany,Judi Dench,World War II,dark humor,eccentricity,village,wintry,based on a true story,cameraderie,historical,poignant,WWII,Guilt,James McAvoy,Keira Knightley,misunderstanding,Period piece,romance,war,bathos,Benicio Del Toro,disjointed timeline,non-linear,starts weak ends strong,belabored,interviews,long,too long,typography,based on a true story,Clint Eastwood,period piece,destiny,disjointed timeline,non-linear,nonlinear,Meryl Streep,moral ambiguity,Philip Seymour Hoffman,religion,Helen Mirren,lame ending,political corruption,protagonist is journalist,red herring,historical,western"
3682,65666,"pompous,predictable,unintentionally funny,well-shot"
3683,65670,"weird,great ending,great ending,great acting,storytelling,cult classic,loneliness,dramatic,family,action,relationships,storytelling,great acting,classic,good dialogue,heartwarming,family,anthony hopkins,based on a book,great acting,thriller,relationships,great acting,family,family,original,mentor,weird,weird,cult classic,relationships,visually appealing,action,action,great acting,horror,relationships,mentor,action,cerebral,visually appealing,horror,weird,action,relationships,original,horror,stylized,mentor,horror,great ending,great acting,dramatic,horror,family,comedy,action,storytelling,horror,visually appealing,cerebral,original,weird,family,loneliness,comedy,comedy,relationships,bad acting,poor dialogue,storytelling,dreamlike,visually appealing,sci-fi,time travel,cerebral,atmospheric,suspense,twist ending,stupid ending,dialogue,warm,akward,worse than the book,atmospheric,true story,illogical,poor plot,visually interesting--that's about it,bad writing,plot holes,cinematography,great dialogue,witty!"
3697,65937,"true story,surreal,comedy,war,Political"
3703,66028,"mindfuck,time travel"
3704,66049,"great acting,great acting,great ending,great acting,comedy,great acting,cult classic,horror,oscar (best directing),family,horror,story,great ending,action,great acting,action,comedy,action,horror,visually appealing,weird,dramatic,horror,loneliness,oscar (best directing),horror,weird,action,talky,story,family,great ending,great ending,horror,storytelling,great ending,relationships,cerebral,weird,cerebral,criterion,inspirational,Patagonia,record attempt,rock climbing,training,Yosemite,original,futuristic,action,oscar (best directing),storytelling,dramatic,inspirational,life story,strongman,humor,mockumentary"
3708,66115,"crime,drama,oscar (best writing - screenplay written directly for the screen)"
3709,66143,"no kids,kids movie,no kids,kids movie,no kids,rent with Shelly"
3712,66263,"BORING!,Tedious,3D,Oscar 2012,Oscar 2012,Oscar 2012,Oscar 2012"
3715,66282,Paul Giamatti
3717,66305,ummarti2007
3718,66325,So bad it's good
3719,66338,"Bruce Willis,Gary Oldman,Jean Reno,Natalie Portman,Black comedy,dark comedy,Eric Stoltz,nonlinear,rape,Samuel L. Jackson,Tim Robbins,atmospheric,beautiful,erotic,great soundtrack,Harvey Keitel,Holly Hunter,lyrical,gothic,black comedy,Scotland,chocolate,Gene Wilder,whimsical,touching,dark comedy,great soundtrack,Tim Roth,psychology,Diane Keaton,romantic,Gary Oldman,quirky,Tim Roth,Gabriel Byrne,inspirational,Chris O'Donnell,romantic,Sandra Bullock,Daniel Day-Lewis,great soundtrack,Bruce Willis,Gary Oldman,great cinematography,bad sequel,Jason Patric,Benicio Del Toro,Lon Chaney Jr.,werewolf,werewolves,childhood,emotional,reflective,Edward Norton,psychology,Gary Oldman,Al Pacino,british,great soundtrack,musical,chocolate,feel-good,Juliette Binoche,nonlinear,heist,feel-good,great cinematography,great soundtrack,British,london,Zombie,zombies,anime violence,Uma Thurman,Colin Firth,emotional,great soundtrack,visually appealing,Colin Firth,chocolate,John Leguizamo,zombie,Cillian Murphy,childhood,England,childhood,emotional,great cinematography,heartbreaking,James McAvoy,beautiful,great cinematography,touching,true story,atmospheric,gory,intelligent,thought-provoking,Tim Roth,Torture,zombies,childhood,imagination,touching,dreams,visually appealing"
3721,66362,"Antonio Banderas,Bruce Willis,hotel,Quentin Tarantino,Robert Rodriguez,Tim Roth,Cillian Murphy,Ellen Page,Josh Lucas,small town,Susan Sarandon"
3726,66416,"disscusting,pointless"
